station_id,rows,temperature_c_mean,temperature_c_std,temperature_c_missing,pressure_hpa_mean,pressure_hpa_std,pressure_hpa_missing,wind_speed_ms_mean,wind_speed_ms_std,wind_speed_ms_missing,wind_dir_deg_mean,wind_dir_deg_std,wind_dir_deg_missing,relative_humidity_pct_mean,relative_humidity_pct_std,relative_humidity_pct_missing,cluster,pca1,pca2
Eagle,49464.0,-42.923558476446324,11.58668223774996,0.5785621866407893,682.5863827775868,9.346435244528772,0.05903283195859615,4.527621597501115,2.256136731268627,0.8187772925764192,66.16172248803828,45.559227491269006,0.49296458030082485,53.87650751871588,9.834300461504322,0.06293465955038008,2,-2.608947189215111,-1.5962599400428126
Eder,3504.0,-13.735585542168675,6.7928297171242855,0.4078196347031963,981.4702965483715,11.628156554818917,0.4129566210045662,10.936882933709448,5.50848585262267,0.5953196347031964,189.7594936708861,35.07465078136781,0.5039954337899544,66.41262683201803,13.410309886694277,0.4937214611872146,1,0.7915700663270363,1.8314147105838798
Elaine,102024.0,-23.08292381753432,13.427287005477904,0.45229553830471264,979.6639216703411,10.59288195342265,0.6220987218693641,4.254389487929455,3.0699264405416535,0.5509487963616404,189.02607925784784,70.859238996388,0.4907374735356387,70.3881041798062,14.98629033793737,0.31620010977809143,3,-0.5740014913965501,0.7148288835161498
Elizabeth,75728.0,-24.857554312475603,11.991536357731663,0.4924598563279104,917.8190161179107,10.861077658972699,0.3871751531798014,5.38719806763285,3.0391087995917645,0.502508979505599,147.93517038390297,137.17549508447348,0.4795716247623072,74.09955170481486,9.505743078177321,0.3873072047327277,3,-0.23571421082166502,0.22290275647659943
Emilia,52352.0,-25.541715732633698,12.940352204325086,0.3738730134474328,985.7663742079243,10.739939362042444,0.7256838325183375,5.434544276966556,3.4259211927082807,0.35116136919315405,210.5963519490152,56.44664123124761,0.3046492970660147,71.26237456603415,12.4967173158748,0.19670690709046454,0,-0.1250512428831351,-0.04153428553353861
Emma,20704.0,-20.729612338967026,12.823264990157444,0.18267001545595055,975.6718943798448,10.389009821464478,0.0030911901081916537,5.548915989159891,4.370148732343494,0.1445131375579598,151.39783037475345,66.36705315212266,0.020479134466769706,71.05599270944629,11.659944019493482,0.23150115919629058,0,1.5126673112676587,-2.14761128903268
Eneide,101808.0,-13.809754180916649,8.87039414840085,0.11253536067892504,978.0715950684873,10.272255778344007,0.052716878830740214,4.839456691160098,7.673910537484473,0.7353253182461104,222.33517503685283,89.98567670205593,0.12711181832468962,47.83225884527372,17.93470485596807,0.10718214678610719,1,1.9462099541103857,0.299290985021265
Eric,28480.0,-25.77763745755644,14.40724008846292,0.4105688202247191,983.3676925981873,9.90643250310586,0.25617977528089886,3.0522626025791326,2.4607996190316923,0.25122893258426965,199.20894752675233,94.67232925630762,0.18297050561797754,71.20078402495018,15.7755792826381,0.18939606741573034,0,0.5737859172615589,-1.37169856034559
Erin,79384.0,-21.29486897850306,8.444153167324487,0.27747405018643556,874.2759107806692,9.580166884841264,0.5764259800463569,11.767907879643518,4.582311916671786,0.42895293761967146,73.9625158579131,36.50530298822573,0.364506701602338,81.75840892375582,11.250619891176921,0.5889347979441701,1,-0.6370226608390956,0.3754213812255793
Evans Knoll,23624.0,-13.28564865964994,8.774951391824946,0.2720538435489333,961.0753058502928,12.103826352028625,0.26993735184558076,5.070626931917254,4.272169177559267,0.4659244835760244,176.04192960314123,78.74157713414203,0.6981459532678632,77.19695773803578,12.2387301913687,0.15264138164578395,0,1.6139666745744448,0.8115735546777273
Fallone Nunataks,27992.0,-15.770340594744122,9.070676046384479,0.17347813661046013,949.9180856067734,10.067863871003288,0.08859674192626464,8.15541547570437,4.884122220066737,0.30008573878250927,102.97218873080942,57.68253895777297,0.11110317233495284,66.41175433095555,13.04928536071449,0.08852529294084024,0,1.5710875195425444,-1.29041169962038
Ferrell II,10216.0,-24.28057620817844,10.117149132948688,0.6840250587314017,983.4099666067301,10.050581905193642,0.6189310884886453,6.249603048586853,4.339626811749046,0.6917580266249022,201.30227011494253,59.20090550351708,0.6593578700078309,76.47575134857438,9.020076826310575,0.6189310884886453,3,-1.1762963844227141,1.8379242499313153
Ferrell,120048.0,-23.602469787777558,11.981225940737188,0.3217379714780754,983.3129156700871,10.730096947475777,0.13627882180461148,5.642919438837805,4.094390641557196,0.3314174330267893,199.1122481057116,64.61123067411324,0.23154904704784754,78.36647644419517,11.702943420719803,0.40590430494468877,0,0.6503578258840593,-0.5627472372766986
Ferrigno,2928.0,-24.72063311688312,9.462616752186293,0.15846994535519127,820.4339780896954,11.013291119945503,0.0023907103825136613,13.58866979655712,9.440933175055351,0.5635245901639344,114.09821933085503,70.81389508101786,0.08128415300546447,76.71407470870459,9.846294975009814,0.0034153005464480873,1,1.3478976279234833,-0.6014395366081354
Flask Glacier,12944.0,-11.746591417076441,9.383834519495942,0.30871446229913474,922.3734415748298,10.886733732083622,0.08165945611866501,4.318530310748853,3.7969571618171867,0.39338689740420274,218.35264105642256,90.79044689090883,0.22775030902348578,73.94318277399276,13.897969541114014,0.08150494437577256,0,2.0580026747401394,-0.5315790719135736
Fogle,3176.0,-17.502250409165303,8.354696205068176,0.2304785894206549,963.9804284676834,10.572460010670545,0.13287153652392947,7.6767648693718735,4.407188281574031,0.43356423173803527,148.59493670886076,101.51045352805224,0.15428211586901763,67.44444444444444,21.759526633001137,0.9008186397984886,0,1.6365322049500373,0.3250292929890182
